filter_clog_pct,fan_speed_pct,vibration_mm_s,bearing_temp_c,run_hours,failure_within_7d
0.794991,0.666514,3.610466,65.664872,8779.682189,1
0.617485,0.32401,2.799879,51.698811,5188.393479,0
0.068004,0.534065,2.364017,50.865963,7243.15386,0
0.614163,0.487418,1.617574,55.431713,1233.757973,0
0.749029,0.280461,1.708073,50.703028,3546.204164,0
0.816992,0.999819,2.569331,65.474626,850.129287,0
0.261991,0.958243,3.224884,63.003979,8534.794523,1
0.938714,0.654001,2.363456,62.3347,3113.773187,1
0.725378,0.641602,2.965247,60.668408,5567.556362,0
0.303965,0.963456,0.980266,56.486497,1186.288093,0
0.034953,0.251424,1.749844,39.716798,2192.725738,0
0.374794,0.559015,2.445976,53.948667,5488.047672,0
0.896287,0.640397,1.215732,59.115274,22.903148,0
0.327976,0.857847,0.709567,54.736951,359.430671,0
0.343274,0.104498,0.955468,41.104149,207.922838,0
0.465582,0.262774,2.984087,48.598783,8759.523711,0
0.181169,0.628235,3.300782,55.699828,7183.426062,1
0.096248,0.442213,1.647856,44.535113,2210.92942,0
0.659371,0.302303,1.429805,51.539794,1946.326895,0
0.515427,0.309189,1.742113,47.195776,2348.988864,0
0.487558,0.429015,1.766886,51.414297,2475.076767,0
0.908536,0.15616,1.850905,52.916027,6434.643405,0
0.71631,0.713035,2.379608,61.817112,5070.683667,1
0.929618,0.727167,3.411582,67.063456,6824.424685,1
0.218501,0.173129,1.649365,42.31551,2519.665364,0
0.862381,0.897896,3.160836,68.484393,5212.322735,1
0.863965,0.806442,3.530612,69.304665,7324.096107,1
0.897853,0.170341,2.497234,53.403481,5680.767678,1
0.301784,0.528532,3.189141,54.455908,6599.621183,0
0.532445,0.83732,2.359151,64.314604,5240.411086,1
0.829296,0.084371,2.934199,54.181841,8605.704358,1
0.805735,0.105155,2.257779,46.582397,5722.41224,0
0.027206,0.477514,2.433815,46.712025,6065.297464,0
0.717247,0.987574,3.674788,70.279472,6387.052028,1
0.157167,0.53478,1.400112,44.756564,1886.823019,0
0.807839,0.957182,2.577266,69.97156,3420.482081,1
0.4335,0.116263,2.355793,44.703432,5227.492612,0
0.552639,0.135009,1.628429,43.628314,2290.908367,0
0.477065,0.736194,3.665851,62.269979,8542.75882,0
0.262367,0.679042,2.919183,55.347155,4805.249335,0
0.715935,0.607897,2.006884,56.8991,2902.362417,0
0.51368,0.134546,2.676808,47.559908,6863.724626,0
0.309967,0.143542,1.791973,40.199643,3297.463682,0
0.93794,0.507817,1.92617,58.471489,2359.438577,1
0.465048,0.782922,3.396455,64.022779,8235.206722,0
0.30634,0.352347,1.678839,45.682662,2153.546108,0
0.15536,0.841585,2.408458,57.679432,5561.336904,1
0.022761,0.191694,2.569753,40.197961,6567.876786,0
0.808958,0.349553,3.22915,58.690374,8129.486068,1
0.161814,0.772144,3.843543,61.800013,8195.145004,1
0.372295,0.382898,1.140481,46.461926,589.238674,0
0.941315,0.269024,1.028996,49.524905,521.599561,0
0.668488,0.191891,2.100717,49.193888,3845.833026,0
0.178059,0.750294,2.275928,54.086151,4389.066961,0
0.293335,0.305257,1.120332,43.248716,668.347127,0
0.799241,0.913281,3.644756,68.740279,6668.383434,1
0.278361,0.452968,3.069331,52.372641,7250.355429,0
0.381592,0.429311,2.181236,49.055815,3978.436182,0
0.851374,0.139588,1.882986,48.791127,2192.952807,0
0.931872,0.854721,2.40687,66.440285,1018.360104,1
0.59593,0.837203,3.680889,64.706001,6855.200207,1
0.218813,0.393526,2.968251,48.149273,6538.405795,0
0.706645,0.524965,2.32752,55.012421,3947.309441,0
0.606106,0.645017,2.823886,58.286551,3743.052023,0
0.265479,0.634962,1.825215,50.307916,3876.322811,0
0.946307,0.417413,2.679017,57.030708,3805.568492,0
0.559924,0.525019,2.660954,56.970252,7310.227966,0
0.521171,0.808752,3.093649,63.078377,6407.106007,1
0.204865,0.360949,3.606119,51.51055,8117.628008,1
0.752098,0.938888,2.121903,62.954719,1228.837927,1
0.737879,0.303352,2.217455,49.736624,3960.985666,0
0.488657,0.332825,1.987221,50.328228,3633.02451,0
0.04747,0.214425,1.084348,37.55058,930.299408,0
0.770881,0.292952,1.968795,50.10837,1593.497243,1
0.052364,0.268902,1.870943,41.353701,2660.25502,0
0.398109,0.675033,3.043453,57.116818,5889.174477,0
0.073182,0.550239,3.361743,51.47694,8843.565991,1
0.912818,0.995449,2.04218,65.79702,1260.128914,0
0.372467,0.915888,1.961545,58.227835,2367.878219,0
0.780782,0.958803,3.522834,71.69207,6886.482871,1
0.160753,0.272871,2.905992,47.176171,8144.542036,0
0.872139,0.914943,2.537794,65.735325,1498.636127,0
0.932674,0.917454,2.781618,70.05785,4349.314407,1
0.695096,0.469812,3.057331,57.417315,7809.650313,0
0.168973,0.339756,1.196278,43.598164,740.16207,0
0.549394,0.24138,2.651501,48.653128,4376.320399,0
0.349137,0.114181,1.068584,40.572445,965.880267,0
0.215784,0.966823,2.877259,60.626859,5862.757955,0
0.394116,0.115767,2.466473,46.012098,5643.95435,0
0.532291,0.591491,1.637133,48.557461,924.62615,0
0.67928,0.479725,3.870825,59.533213,8371.811574,1
0.040432,0.292823,3.124964,45.741102,8415.432248,0
0.58194,0.518237,2.645307,54.704051,5054.406876,0
0.626784,0.847932,1.957812,59.915294,486.28933,1
0.104043,0.976857,1.589705,56.117913,1389.827486,0
0.719568,0.613403,2.86266,59.126135,4685.499605,1
0.805282,0.860956,2.256005,65.117082,1929.444279,0
0.453608,0.285199,3.41195,51.68806,6607.892807,0
0.411863,0.509388,2.120857,53.968748,6119.373727,0
0.863371,0.839874,1.481511,62.306341,472.422156,0
0.003167,0.558645,2.453615,49.61927,4576.698478,0
0.161669,0.405995,0.89986,42.152371,299.418309,0
0.246841,0.113671,1.970546,41.448567,3875.936143,0
0.868827,0.430097,2.810401,60.562401,4831.001367,0
0.741083,0.766931,2.48809,61.295527,3603.565355,1
0.653876,0.652595,1.976174,57.253046,946.525969,0
0.33434,0.932106,1.287605,55.403983,2012.46121,0
0.715485,0.601702,2.100313,57.67182,2359.459882,0
0.441931,0.441204,1.207361,47.900458,696.799735,0
0.394295,0.808598,2.502273,59.711947,5017.380904,1
0.599349,0.952851,1.742571,60.70605,368.691578,0
0.475161,0.796566,3.432828,63.919132,7754.406469,1
0.254377,0.244035,2.508996,44.743216,4994.028842,0
0.547241,0.681366,3.153182,58.997153,6891.58173,0
0.056741,0.925125,2.544173,59.112542,6186.572317,0
0.773872,0.240264,0.995896,48.763595,1237.712685,0
0.139782,0.840883,2.014424,54.003955,5189.55457,0
0.094366,0.837122,2.407233,56.4735,5401.033682,0
0.912336,0.261584,1.335366,53.223148,2782.134618,0
0.591857,0.822387,3.832088,63.954561,6761.0087,1
0.34519,0.747553,1.482253,52.185861,557.719055,0
0.433526,0.808138,2.512365,60.444052,3813.279975,1
0.650204,0.911524,2.381454,64.150452,3635.742914,1
0.617687,0.432162,3.323848,57.136061,8574.338087,1
0.239925,0.441797,2.105714,49.554482,5803.203323,0
0.239891,0.922605,1.682794,56.674594,1634.784181,0
0.919172,0.783349,2.442509,63.432736,3286.856569,1
0.082955,0.246047,1.238023,38.573731,599.791326,0
0.24366,0.879848,3.270159,65.253805,8631.725215,0
0.830962,0.554061,1.81209,55.67292,1840.955164,0
0.811553,0.480961,1.986223,56.456633,2044.294305,0
0.739421,0.423076,2.289339,54.575661,3728.18865,0
0.700873,0.555903,4.139593,64.328881,8495.128178,1
0.411058,0.685049,2.596353,58.321653,6982.908396,1
0.675706,0.890542,2.12518,59.695149,562.201055,0
0.598223,0.854954,3.683802,66.177634,7577.130678,1
0.46292,0.800091,1.088249,56.449288,369.086283,0
0.839971,0.989507,2.802721,67.668449,3121.97114,1
0.045379,0.661614,1.771697,50.205224,4101.393133,0
0.466183,0.564048,3.160398,55.966732,7211.663029,0
0.396188,0.95872,2.544561,63.776912,4788.177523,0
0.855659,0.380202,2.216572,57.995886,3322.751847,0
0.214708,0.705187,2.812239,54.612973,6212.94523,1
0.105733,0.321165,2.544991,46.827613,5353.673388,0
0.033921,0.315516,3.207569,47.07906,8889.105144,0
0.143902,0.943047,2.910173,61.387566,8658.706568,0
0.236408,0.502358,3.652308,56.394728,8674.48759,1
0.06599,0.695809,3.275902,56.528281,8700.900231,0
0.483442,0.098178,2.957693,45.981739,6865.222705,0
0.806092,0.109141,2.693378,52.890875,6317.49021,0
0.140597,0.712139,2.15188,51.087606,4626.540048,0
0.874776,0.437644,2.011349,56.110896,2456.034888,0
0.42554,0.875207,4.073123,65.561296,8947.609935,1
0.840877,0.899732,2.87976,65.470817,2980.195376,0
0.124569,0.814412,3.116533,59.066844,7198.659658,0
0.395206,0.692768,0.977793,51.423567,914.084473,0
0.736989,0.803831,2.968003,66.403518,5867.642586,0
0.687207,0.877336,3.214393,67.781011,6645.088354,1
0.694535,0.61679,2.67364,57.002105,3785.08079,1
0.607907,0.671409,1.537413,58.526288,2535.891825,0
0.358729,0.126518,3.718292,48.455549,8259.497495,1
0.742503,0.33116,2.206897,55.297711,3898.916953,0
0.469835,0.33982,1.933741,48.685361,2759.622197,0
0.443921,0.928868,1.854229,60.062514,1534.289227,0
0.924992,0.165495,3.697918,57.491607,8671.252174,1
0.583458,0.269275,1.280423,46.743937,1432.757181,0
0.013063,0.768958,1.956182,50.08979,5048.665981,1
0.489723,0.585578,3.280642,55.450705,5764.513104,0
0.902108,0.547515,2.081911,57.941091,2187.703625,1
0.174083,0.424775,2.470085,48.280584,6683.425348,0
0.871066,0.151955,0.763541,48.073233,73.337221,0
0.475497,0.622246,3.312493,59.9278,7046.353574,0
0.790599,0.757736,1.832236,59.181118,1545.054351,1
0.902471,0.866766,4.04571,70.1919,7882.531037,1
0.804164,0.298838,1.273438,54.236965,646.078128,0
0.669403,0.353017,2.976321,54.198984,6738.961268,1
0.856035,0.912597,2.675332,65.95457,1116.355712,1
0.23536,0.263009,2.098001,41.884169,3105.755393,0
0.683418,0.481531,3.773963,59.968814,7936.213143,1
0.919138,0.165887,3.761653,58.691588,7843.519877,1
0.184631,0.320361,1.489557,40.589326,147.24128,0
0.377448,0.386995,1.679946,49.233013,2653.902864,0
0.92402,0.786038,3.305823,66.504813,4480.408747,1
0.691853,0.907943,3.049227,67.79775,6132.738772,0
0.350027,0.824955,2.725353,59.939377,6696.441124,0
0.641246,0.178688,0.980134,42.306973,232.988324,0
0.857282,0.271215,2.666631,56.564937,5081.09278,0
0.636659,0.240821,3.619965,53.10781,8889.669258,1
0.354675,0.727092,3.234082,59.192733,6601.502059,1
0.132737,0.990753,1.016911,52.053127,598.077954,0
0.940901,0.449456,1.453458,57.641811,619.543392,0
0.022999,0.963519,2.600794,59.974443,7614.128823,1
0.422672,0.345491,1.581953,46.112184,2672.731469,0
0.690251,0.380086,1.340019,49.378838,274.15873,0
0.325942,0.993365,3.033158,62.524555,6247.171228,1
0.840052,0.49502,1.427286,51.924031,487.106623,0
0.892166,0.900801,3.388075,67.955812,5566.620096,1
0.177993,0.159797,1.964973,44.749652,4691.62833,0
0.82218,0.86204,3.091287,68.29349,6459.448463,1
0.181357,0.819418,2.884673,59.861156,7068.976457,0
0.608943,0.086776,2.591313,48.503995,8487.402559,0
0.772106,0.201207,1.864029,47.835407,1967.78168,0
0.517197,0.507973,1.247441,49.269767,409.639026,0
0.194991,0.724578,1.651104,52.264197,2803.894411,0
0.748375,0.802355,3.179049,65.919134,6214.351541,0
0.877044,0.750875,2.930749,66.663707,5789.375516,1
0.728423,0.092488,1.079967,44.97089,2426.262093,0
0.173013,0.496903,1.369947,47.46546,1378.364434,0
0.150687,0.160765,1.241929,36.827557,763.677884,0
0.422544,0.856855,2.025393,60.567255,4011.687883,0
0.919152,0.884679,2.612013,65.177176,1177.667706,0
0.807797,0.794246,2.768618,64.115163,5203.024271,1
0.782444,0.142434,3.012439,53.713009,7130.125092,1
0.676836,0.429509,1.856869,50.381889,3533.319249,0
0.90503,0.458143,2.10438,58.246701,2206.811546,0
0.464886,0.638927,1.916717,55.929427,2467.506702,0
0.582305,0.28462,1.64706,50.26993,4224.306566,0
0.588612,0.970947,3.168361,66.791417,5212.857595,1
0.337851,0.390776,1.29861,43.494582,711.084653,0
0.883476,0.586315,2.032508,58.360263,333.537345,1
0.084978,0.863446,2.969448,59.631503,7560.982882,1
0.411186,0.61321,3.400374,58.255257,6452.109138,0
0.343818,0.54296,3.272605,55.167556,7028.412568,0
0.026653,0.93814,1.009723,52.430068,2443.721084,0
0.823481,0.363207,3.638335,58.660893,8784.804173,1
0.896798,0.309744,2.059344,53.475832,3655.11615,0
0.724993,0.389731,2.553208,55.699451,4265.835189,0
0.841412,0.090758,3.284545,51.824369,6625.581413,0
0.56029,0.275528,1.417099,46.185044,695.533079,0
0.532636,0.95634,1.775093,62.049001,1838.962327,0
0.370477,0.982535,3.595612,64.841492,7315.938441,1
0.168603,0.588722,2.425328,51.075212,4576.183826,0
0.644069,0.527629,1.557806,55.936009,362.196495,0
0.617506,0.15125,1.72953,44.103889,2736.081682,0
0.573485,0.581957,2.164159,55.992015,2083.065335,1
0.88441,0.439019,3.772377,63.173773,8409.869703,1
0.594802,0.843606,2.533629,65.092465,6423.124843,0
0.386415,0.48291,2.482258,52.89358,5617.513296,0
0.875236,0.192679,1.428809,52.104755,1897.043953,0
0.674401,0.667288,1.740988,55.444604,1256.881555,0
0.168776,0.404583,1.283994,45.955864,1400.074372,0
0.821157,0.933019,3.183086,70.925091,7175.071297,1
0.352292,0.468192,3.163994,54.333102,7408.165608,1
0.224602,0.953853,1.407634,56.56022,2485.236669,0
0.498438,0.56346,1.10435,50.422703,4.020764,0
0.039135,0.252387,1.04919,36.21897,1132.043023,0
0.589417,0.396587,0.892073,49.398028,168.298273,0
0.934528,0.72615,4.174917,70.163459,6573.708206,1
0.08985,0.511705,1.530641,47.03539,2675.613119,0
0.669034,0.466203,2.260436,54.650905,1731.674433,1
0.916129,0.182183,2.760654,54.405701,6407.28355,1
0.792723,0.13096,2.48338,52.45428,4398.911652,0
0.504953,0.171068,1.341949,45.022682,3595.798481,0
0.91183,0.081228,2.855952,55.287207,8349.569607,1
0.434484,0.175977,3.050324,48.114494,7184.22123,0
0.163406,0.788386,2.897311,54.160334,7659.124972,0
0.814692,0.570747,1.23953,55.842333,376.994516,0
0.564296,0.932931,3.260881,66.903835,4815.113773,1
0.613829,0.760521,1.79199,57.645538,851.550952,0
0.918008,0.310895,3.241588,55.463236,6881.189407,0
0.158211,0.268518,1.467443,40.248467,578.572865,0
0.052311,0.805728,0.702983,48.647045,151.092097,0
0.053146,0.827011,2.736496,56.754255,7713.455383,1
0.53867,0.682459,2.72934,55.712935,3828.541392,1
0.919336,0.487686,2.275365,61.117532,4523.486074,0
0.279066,0.378933,3.332056,51.047856,7080.254302,1
0.516141,0.928244,2.565692,61.31876,4597.975399,0
0.582592,0.585299,1.718542,54.661463,2648.655618,0
0.478081,0.937246,2.72339,62.287595,3794.621824,0
0.527701,0.544026,1.366108,49.879371,43.08861,0
0.367853,0.983253,2.860948,64.886076,5194.823514,1
0.316657,0.211243,2.197367,42.726122,2794.924442,0
0.146598,0.902944,3.001818,56.401026,7318.829678,0
0.369707,0.701053,3.968672,59.749891,8629.669574,1
0.245218,0.166492,2.444652,45.1165,6760.375771,1
0.173701,0.560662,2.919618,52.560691,8196.127291,0
0.061329,0.380339,2.667572,47.685038,5654.708576,0
0.513255,0.707377,2.191857,54.018717,1462.541656,0
0.0406,0.761343,1.641743,50.69168,2862.260764,0
0.881968,0.820959,3.064339,66.725058,4691.794264,1
0.126504,0.29693,2.16935,44.012864,5006.99604,0
0.903709,0.958362,2.90092,70.194318,4189.397771,0
0.621851,0.705759,2.899765,60.986409,6149.355505,0
0.685796,0.128107,2.283087,47.398243,3981.368656,1
0.883539,0.703818,2.561378,64.589918,2602.250212,0
0.768137,0.458395,1.426448,52.334044,491.54704,0
0.616562,0.546208,3.126527,59.614835,6460.148885,0
0.663256,0.57311,3.178663,59.5666,8029.704441,1
0.772735,0.637177,2.58032,61.095085,5325.883504,0
0.095275,0.402801,3.135703,50.959077,7939.637734,1
0.200287,0.95752,1.098138,53.896337,839.772085,0
0.895306,0.099643,1.417193,47.64982,2515.186336,0
0.697811,0.693813,2.949227,62.368977,7457.628143,1
0.784706,0.978737,2.684691,68.305912,2875.613639,0
0.5118,0.665107,1.701355,55.591371,2921.38002,0
0.590402,0.470869,1.583141,55.192455,3560.000398,0
0.850937,0.89721,3.383863,70.131231,4222.63264,1
0.476817,0.439283,2.060006,51.587323,3624.999831,0
0.155722,0.734751,2.163664,52.639043,3643.755594,0
0.181772,0.760696,2.073879,53.507229,3566.364503,0
0.556287,0.81726,1.765536,56.391414,1333.808079,0
0.476171,0.422695,1.557205,46.788357,1650.032151,0
0.740222,0.127584,2.155801,46.562804,4394.029747,0
0.765449,0.161891,1.995905,48.742159,2849.871633,0
0.780002,0.709863,1.729139,60.297534,363.096902,0
0.676228,0.401841,1.709667,51.337681,1998.729502,0
0.301123,0.09338,1.870776,43.575856,3557.942661,0
0.071238,0.633353,1.893625,49.723508,4109.911564,0
0.142475,0.143968,2.504359,41.025725,5249.925761,0
0.204989,0.757958,3.354962,59.264053,7732.960083,0
0.240587,0.585242,1.945052,50.18536,3883.084036,0
0.279968,0.339354,1.820189,45.32781,4270.031188,0
0.007774,0.91397,3.513231,59.955223,8756.823937,0
0.584412,0.362006,2.738163,52.816109,5324.517581,0
0.935276,0.634896,2.263908,59.69449,1050.765078,0
0.687143,0.51625,2.595268,55.624627,4493.565653,0
0.152823,0.954627,2.013523,56.190385,1894.03678,0
0.475609,0.556883,3.151291,59.800744,7042.966369,0
0.685098,0.972106,2.132389,65.650448,2198.142915,0
0.409015,0.842385,3.207586,61.773671,5703.648832,0
0.411709,0.653564,3.308232,56.92893,7352.719306,0
0.200775,0.451275,1.772129,46.446322,3487.066957,0
0.311183,0.098947,0.826264,36.618883,409.406989,0
0.622812,0.099861,0.755962,43.534587,1832.82868,0
0.706167,0.935776,3.373151,66.322264,6797.917562,1
0.650356,0.174327,2.3629,48.633695,5041.925378,0
0.378992,0.775442,3.168914,60.465081,8585.362314,1
0.734113,0.518478,4.09696,60.155419,7897.404507,1
0.39868,0.308544,0.540951,44.888063,41.404399,0
0.198938,0.127175,2.346541,40.986745,3840.287685,0
0.028406,0.127655,2.038085,36.839111,2985.783746,0
0.632933,0.811463,1.282345,58.516053,143.033705,0
0.872649,0.134612,1.321925,49.048403,1373.000807,0
0.731942,0.712771,3.284442,64.385118,6222.946623,0
0.596168,0.234715,3.375121,51.234639,7717.460694,1
0.740641,0.480055,2.506189,58.948618,6258.713595,1
0.154716,0.327051,1.005302,37.589442,620.63908,0
0.739836,0.228084,2.827863,51.654502,4747.051498,1
0.741298,0.223463,3.009565,55.252214,7569.533488,1
0.572136,0.903095,3.310611,66.259412,5106.302893,0
0.940045,0.694702,1.772602,61.56647,430.446958,1
0.718509,0.326045,3.12295,55.771929,8188.103996,1
0.707428,0.752034,3.072121,61.505341,3887.386347,1
0.387861,0.422534,2.303038,49.234804,3623.139455,0
0.198093,0.217942,2.91854,47.152391,7373.445688,0
0.725074,0.348331,1.87162,51.054003,3309.066731,0
0.077017,0.624257,0.806204,46.825026,469.192569,0
0.268014,0.492764,1.491498,44.40129,1011.897981,0
0.768644,0.287843,3.092908,55.378776,8777.525807,1
0.348727,0.909515,1.616742,55.026595,477.83058,0
0.764928,0.335994,1.83645,53.135608,3734.658492,0
0.476883,0.548525,1.472663,49.096113,1174.338102,0
0.922588,0.681125,3.655517,64.992955,7783.255215,0
0.113864,0.174155,0.978706,36.357815,861.504552,0
0.792012,0.502071,2.370177,58.416354,4696.554868,1
0.477487,0.474023,1.865174,50.570057,1762.192213,0
0.90237,0.222844,2.497591,52.520514,3404.529475,1
0.301525,0.399779,2.49219,49.723649,5382.275575,0
0.173124,0.949641,2.388792,59.332853,6117.557569,1
0.381891,0.503133,1.64222,47.182207,2300.11416,0
0.098053,0.729366,1.612633,51.617935,2283.981102,0
0.480113,0.355485,2.071021,50.153542,4189.068181,0
0.004483,0.882004,2.924407,56.058567,6854.816851,1
0.343049,0.224877,3.162652,50.825933,8544.440236,0
0.621644,0.556165,3.242688,61.723396,8438.4303,0
0.008025,0.32671,2.031009,41.768933,3860.751436,0
0.356004,0.414088,3.115395,54.044856,7662.555403,1
0.868516,0.109208,1.489634,48.124417,2760.426862,0
0.549504,0.134207,1.411355,42.518354,187.967793,0
0.708286,0.756799,1.490015,58.941356,400.664185,0
0.856506,0.236508,3.603116,57.56562,7495.602416,0
0.215104,0.1603,2.58856,45.231763,7789.116152,0
0.277711,0.332147,2.258949,46.221588,3867.290544,0
0.648737,0.187662,1.041931,45.186292,501.056735,0
0.862275,0.90845,3.189194,69.568306,2955.126987,0
0.898801,0.191324,2.134079,51.215885,4039.462096,1
0.792181,0.090899,2.195584,47.450139,3178.677564,0
0.511406,0.335142,3.387151,53.970533,8734.240375,0
0.015411,0.350439,2.756687,44.782104,6943.870037,0
0.275107,0.166512,1.847729,40.35092,4004.47247,0
0.043386,0.130102,2.348138,38.472538,5531.960768,0
0.678286,0.830538,3.886336,66.027826,7507.792126,1
0.192997,0.160318,1.708291,36.723239,2306.531,0
0.826392,0.433144,2.238328,55.096169,4245.280787,0
0.296064,0.455478,3.644382,57.892232,8816.607678,0
0.670074,0.257403,1.944001,52.678435,4869.498911,0
0.775643,0.659622,3.596506,64.954567,8302.740049,1
0.213728,0.181021,1.286556,39.594376,1603.240317,0
0.486362,0.988464,1.932846,61.97024,2548.682146,0
0.548673,0.744651,2.872617,61.458094,6113.718389,0
